id,coordinate_X,coordinate_Y,STATION_NAME,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,
7037400.2021.11.11,-74.05,45.8,ST JEROME,2021-11-11 00:00:00,2021,11,11,3,None,0,None,None,None,-3.3,None,None,None,6.7,None,None,None,
7037400.2021.3.4,-74.05,45.8,ST JEROME,2021-03-04 00:00:00,2021,3,4,0,None,0,None,None,None,-11.5,None,None,None,-6.5,None,None,None,
7037400.2021.1.30,-74.05,45.8,ST JEROME,2021-01-30 00:00:00,2021,1,30,0,None,0,None,None,None,-17.9,None,None,None,-10,None,None,None,
7037400.2021.7.17,-74.05,45.8,ST JEROME,2021-07-17 00:00:00,2021,7,17,None,M,0,None,None,None,15.4,None,None,None,26,None,None,None,
7037400.2021.6.10,-74.05,45.8,ST JEROME,2021-06-10 00:00:00,2021,6,10,1.5,None,0,None,None,None,11.9,None,None,None,23.2,None,None,None,
7037400.2021.3.11,-74.05,45.8,ST JEROME,2021-03-11 00:00:00,2021,3,11,None,M,None,M,None,None,0.4,None,None,None,14.8,None,None,None,
7037400.2021.11.18,-74.05,45.8,ST JEROME,2021-11-18 00:00:00,2021,11,18,7.2,None,0,None,None,None,-1.8,None,None,None,6,None,None,None,
7037400.2021.2.2,-74.05,45.8,ST JEROME,2021-02-02 00:00:00,2021,2,2,6,None,6,None,None,None,-7.4,None,None,None,-0.5,None,None,None,
7037400.2021.9.26,-74.05,45.8,ST JEROME,2021-09-26 00:00:00,2021,9,26,0,None,0,None,None,None,9.9,None,None,None,18.4,None,None,None,
7037400.2021.8.24,-74.05,45.8,ST JEROME,2021-08-24 00:00:00,2021,8,24,0,None,0,None,None,None,19.7,None,None,None,31.6,None,None,None,
7037400.2021.8.19,-74.05,45.8,ST JEROME,2021-08-19 00:00:00,2021,8,19,0,None,0,None,None,None,18.3,None,None,None,27.4,None,None,None,
7037400.2021.11.25,-74.05,45.8,ST JEROME,2021-11-25 00:00:00,2021,11,25,2.7,E,0,None,None,None,-4.9,None,None,None,0,None,None,None,
7037400.2021.12.23,-74.05,45.8,ST JEROME,2021-12-23 00:00:00,2021,12,23,0,None,0,None,None,None,-17.1,None,None,None,-10.6,None,None,None,
7037400.2021.3.21,-74.05,45.8,ST JEROME,2021-03-21 00:00:00,2021,3,21,0,None,0,None,None,None,-3.8,None,None,None,12.9,None,None,None,
7037400.2021.4.10,-74.05,45.8,ST JEROME,2021-04-10 00:00:00,2021,4,10,None,M,0,None,None,None,7.9,None,None,None,22.1,None,None,None,
7037400.2021.7.28,-74.05,45.8,ST JEROME,2021-07-28 00:00:00,2021,7,28,0,None,0,None,None,None,12,None,None,None,23.7,None,None,None,
7037400.2021.5.27,-74.05,45.8,ST JEROME,2021-05-27 00:00:00,2021,5,27,0,None,0,None,None,None,6.8,None,None,None,13.2,None,None,None,
7037400.2021.4.28,-74.05,45.8,ST JEROME,2021-04-28 00:00:00,2021,4,28,4,None,0,None,None,None,5.5,None,None,None,16.6,None,None,None,
7037400.2021.2.21,-74.05,45.8,ST JEROME,2021-02-21 00:00:00,2021,2,21,0,None,0,None,None,None,-16.1,None,None,None,-1,None,None,None,
7037400.2021.7.14,-74.05,45.8,ST JEROME,2021-07-14 00:00:00,2021,7,14,None,M,0,None,None,None,19.4,None,None,None,28,None,None,None,
7037400.2021.12.17,-74.05,45.8,ST JEROME,2021-12-17 00:00:00,2021,12,17,0,None,0,None,None,None,0.6,None,None,None,3.9,None,None,None,
7037400.2021.11.16,-74.05,45.8,ST JEROME,2021-11-16 00:00:00,2021,11,16,0,None,0,None,None,None,-0.8,None,None,None,1.4,None,None,None,
7037400.2021.10.6,-74.05,45.8,ST JEROME,2021-10-06 00:00:00,2021,10,6,0,None,0,None,None,None,6.8,None,None,None,21.6,None,None,None,
7037400.2021.11.3,-74.05,45.8,ST JEROME,2021-11-03 00:00:00,2021,11,3,0,E,0,None,None,None,-1.6,None,None,None,5.2,None,None,None,
7037400.2021.3.2,-74.05,45.8,ST JEROME,2021-03-02 00:00:00,2021,3,2,2,None,2,None,None,None,-19.7,None,None,None,-7.9,None,None,None,
7037400.2021.2.1,-74.05,45.8,ST JEROME,2021-02-01 00:00:00,2021,2,1,0,None,0,None,None,None,-23.9,None,None,None,-3,None,None,None,
7037400.2021.1.22,-74.05,45.8,ST JEROME,2021-01-22 00:00:00,2021,1,22,0,None,0,None,None,None,-10.4,None,None,None,-3.8,None,None,None,
7037400.2021.10.2,-74.05,45.8,ST JEROME,2021-10-02 00:00:00,2021,10,2,3,None,0,None,None,None,9.4,None,None,None,10.9,None,None,None,
7037400.2021.7.16,-74.05,45.8,ST JEROME,2021-07-16 00:00:00,2021,7,16,None,M,0,None,None,None,19.1,None,None,None,26.5,None,None,None,
7037400.2021.10.12,-74.05,45.8,ST JEROME,2021-10-12 00:00:00,2021,10,12,0,None,0,None,None,None,9.9,None,None,None,23.4,None,None,None,
7037400.2021.11.1,-74.05,45.8,ST JEROME,2021-11-01 00:00:00,2021,11,1,0,None,0,None,None,None,None,M,None,None,None,M,None,None,
7037400.2021.10.29,-74.05,45.8,ST JEROME,2021-10-29 00:00:00,2021,10,29,0,None,0,None,None,None,None,M,None,None,None,M,None,None,
7037400.2021.4.5,-74.05,45.8,ST JEROME,2021-04-05 00:00:00,2021,4,5,0,None,0,None,None,None,0.6,None,None,None,12.9,None,None,None,
7037400.2021.12.28,-74.05,45.8,ST JEROME,2021-12-28 00:00:00,2021,12,28,0,None,0,None,None,None,-10.8,None,None,None,-1.2,None,None,None,
7037400.2021.7.21,-74.05,45.8,ST JEROME,2021-07-21 00:00:00,2021,7,21,2,None,0,None,None,None,14.9,None,None,None,25.2,None,None,None,
7037400.2021.8.31,-74.05,45.8,ST JEROME,2021-08-31 00:00:00,2021,8,31,0,None,0,None,None,None,15.3,None,None,None,25.1,None,None,None,
7037400.2021.2.22,-74.05,45.8,ST JEROME,2021-02-22 00:00:00,2021,2,22,5,None,5,None,None,None,-14.9,None,None,None,-1.6,None,None,None,
7014160.2021.1.8,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-08 00:00:00,2021,1,8,0,None,None,None,None,None,-13.7,None,-8.8,None,-4,None,89,None,
7014160.2021.1.5,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-05 00:00:00,2021,1,5,0,None,None,None,33,None,-3.5,None,-2.9,None,-2.2,None,91,None,
7014160.2021.1.6,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-06 00:00:00,2021,1,6,0,None,None,None,None,None,-8.1,None,-4,None,0.1,None,85,None,
7014160.2021.1.4,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-04 00:00:00,2021,1,4,0,None,None,None,None,None,-4,None,-2.9,None,-1.7,None,94,None,
7014160.2021.1.11,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-11 00:00:00,2021,1,11,0.5,None,None,None,None,None,-7.8,None,-4.4,None,-0.9,None,95,None,
7014160.2021.1.3,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-03 00:00:00,2021,1,3,0,None,None,None,None,None,-11.9,None,-7.9,None,-3.8,None,96,None,
7014160.2021.1.2,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-02 00:00:00,2021,1,2,8.6,None,None,None,36,None,-5.4,None,-2.9,None,-0.5,None,93,None,
7014160.2021.1.16,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-16 00:00:00,2021,1,16,19,None,None,None,35,None,-1.4,None,-0.3,None,0.8,None,98,None,
7014160.2021.1.7,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-07 00:00:00,2021,1,7,0,None,None,None,None,None,-12.5,None,-6.4,None,-0.3,None,92,None,
7014160.2021.1.19,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-19 00:00:00,2021,1,19,0.4,None,None,None,None,None,-19.1,None,-13.8,None,-8.5,None,90,None,
7014160.2021.1.24,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-24 00:00:00,2021,1,24,0,None,None,None,None,None,-17.9,None,-12.8,None,-7.8,None,81,None,
7014160.2021.1.17,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-17 00:00:00,2021,1,17,11.1,None,None,None,32,None,-3.9,None,-1.5,None,0.9,None,98,None,
7014160.2021.1.20,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-20 00:00:00,2021,1,20,0.2,None,None,None,None,None,-18,None,-11.7,None,-5.4,None,94,None,
7014160.2021.1.30,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-30 00:00:00,2021,1,30,0,None,None,None,None,None,-21.8,None,-16.4,None,-11.1,None,87,None,
7014160.2021.1.18,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-18 00:00:00,2021,1,18,0.3,None,None,None,None,None,-17.1,None,-10.5,None,-3.9,None,89,None,
7014160.2021.1.29,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-29 00:00:00,2021,1,29,0.2,None,None,None,None,None,-18,None,-14.9,None,-11.7,None,74,None,
7014160.2021.1.10,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-10 00:00:00,2021,1,10,0,None,None,None,None,None,-15.4,None,-10,None,-4.5,None,91,None,
7014160.2021.1.28,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-28 00:00:00,2021,1,28,0.9,None,None,None,34,None,-15.2,None,-9.7,None,-4.1,None,92,None,
7014160.2021.1.31,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-31 00:00:00,2021,1,31,0.2,None,None,None,None,None,-27,None,-20,None,-13,None,82,None,
7014160.2021.1.15,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-15 00:00:00,2021,1,15,0.3,None,None,None,None,None,-7.3,None,-2.2,None,3,None,97,None,
7014160.2021.1.13,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-13 00:00:00,2021,1,13,0.4,None,None,None,None,None,-1.9,None,-0.2,None,1.4,None,95,None,
7014160.2021.1.22,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-22 00:00:00,2021,1,22,0.2,None,None,None,None,None,-11.9,None,-7.2,None,-2.5,None,88,None,
7014160.2021.1.12,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-12 00:00:00,2021,1,12,0.5,None,None,None,None,None,-1.6,None,-0.4,None,0.7,None,96,None,
7014160.2021.1.14,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-14 00:00:00,2021,1,14,0.3,None,None,None,None,None,-1.6,None,0,None,1.6,None,96,None,
7014160.2021.1.25,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-25 00:00:00,2021,1,25,0,None,None,None,None,None,-22.6,None,-14.2,None,-5.7,None,85,None,
7014160.2021.1.21,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-21 00:00:00,2021,1,21,5.9,None,None,None,None,None,-19.2,None,-12.4,None,-5.6,None,92,None,
7014160.2021.1.27,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-27 00:00:00,2021,1,27,0.2,None,None,None,None,None,-7,None,-3.9,None,-0.8,None,89,None,
7014160.2021.1.1,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-01 00:00:00,2021,1,1,0,None,None,None,None,None,-7.9,None,-4.2,None,-0.5,None,81,None,
7014160.2021.1.26,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-26 00:00:00,2021,1,26,0.5,None,None,None,None,None,-14.8,None,-9.8,None,-4.7,None,90,None,
7014160.2021.1.23,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-23 00:00:00,2021,1,23,0.2,None,None,None,None,None,-17.7,None,-13.8,None,-9.9,None,84,None,
7014160.2021.1.9,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-01-09 00:00:00,2021,1,9,0,None,None,None,None,None,-14.9,None,-6.5,None,1.9,None,86,None,
7014160.2021.2.9,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-09 00:00:00,2021,2,9,1.1,None,None,None,None,None,-16.7,None,-12,None,-7.2,None,90,None,
7014160.2021.2.8,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-08 00:00:00,2021,2,8,0.2,None,None,None,None,None,-19.2,None,-13.3,None,-7.4,None,83,None,
7014160.2021.2.1,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-01 00:00:00,2021,2,1,0,None,None,None,None,None,-24.4,None,-15,None,-5.5,None,86,None,
7014160.2021.2.7,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-07 00:00:00,2021,2,7,0,None,None,None,None,None,-16.1,None,-10.6,None,-5,None,88,None,
7014160.2021.2.18,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-18 00:00:00,2021,2,18,0,None,None,None,None,None,-23.9,None,-15.1,None,-6.4,None,87,None,
7014160.2021.2.16,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-16 00:00:00,2021,2,16,16.4,None,None,None,38,None,-12.4,None,-7.4,None,-2.4,None,94,None,
7014160.2021.2.15,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-15 00:00:00,2021,2,15,1.3,None,None,None,None,None,-12.4,None,-8.9,None,-5.5,None,90,None,
7014160.2021.2.3,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-03 00:00:00,2021,2,3,2.7,None,None,None,38,None,-2.8,None,-0.4,None,2,None,94,None,
7014160.2021.2.2,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-02 00:00:00,2021,2,2,6.1,None,None,None,45,None,-7.2,None,-4.1,None,-1,None,93,None,
7014160.2021.2.5,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-05 00:00:00,2021,2,5,6.2,None,None,None,38,None,-14.6,None,-8.2,None,-1.7,None,95,None,
7014160.2021.2.4,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-04 00:00:00,2021,2,4,0.2,None,None,None,None,None,-9.6,None,-4.2,None,1.3,None,91,None,
7014160.2021.2.13,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-13 00:00:00,2021,2,13,0.2,None,None,None,None,None,-25.4,None,-18.5,None,-11.6,None,79,None,
7014160.2021.2.17,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-17 00:00:00,2021,2,17,0.2,None,None,None,None,None,-20,None,-14.5,None,-9,None,85,None,
7014160.2021.2.6,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-06 00:00:00,2021,2,6,0.2,None,None,None,53,None,-11.2,None,-7.3,None,-3.4,None,72,None,
7014160.2021.2.12,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-12 00:00:00,2021,2,12,0,None,None,None,None,None,-23.2,None,-18.3,None,-13.5,None,70,None,
7014160.2021.2.11,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-11 00:00:00,2021,2,11,0,None,None,None,39,None,-20.3,None,-13.5,None,-6.7,None,84,None,
7014160.2021.2.10,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-10 00:00:00,2021,2,10,0,None,None,None,None,None,-18.2,None,-11.9,None,-5.5,None,89,None,
7014160.2021.2.20,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-20 00:00:00,2021,2,20,0.6,None,None,None,None,None,-11.8,None,-7.6,None,-3.4,None,91,None,
7014160.2021.2.19,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-19 00:00:00,2021,2,19,1.5,None,None,None,None,None,-12.9,None,-9.4,None,-5.9,None,90,None,
7014160.2021.2.14,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-14 00:00:00,2021,2,14,0.9,None,None,None,None,None,-13.6,None,-9.8,None,-5.9,None,86,None,
7014160.2021.2.23,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-23 00:00:00,2021,2,23,0.7,None,None,None,None,None,-3.1,None,-0.3,None,2.4,None,96,None,
7014160.2021.2.26,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-26 00:00:00,2021,2,26,0,None,None,None,None,None,-21.2,None,-12,None,-2.8,None,90,None,
7014160.2021.2.28,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-28 00:00:00,2021,2,28,0.8,None,None,None,58,None,-7.1,None,-1.2,None,4.8,None,96,None,
7014160.2021.2.21,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-21 00:00:00,2021,2,21,0,None,None,None,None,None,-16.8,None,-9.7,None,-2.6,None,88,None,
7014160.2021.2.25,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-25 00:00:00,2021,2,25,6.7,None,None,None,37,None,-11.1,None,-6.2,None,-1.4,None,90,None,
7014160.2021.2.24,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-24 00:00:00,2021,2,24,11.5,None,None,None,None,None,-1.4,None,1.3,None,4,None,98,None,
7014160.2021.2.22,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-22 00:00:00,2021,2,22,3.1,None,None,None,44,None,-15.7,None,-8.3,None,-0.9,None,96,None,
7014160.2021.2.27,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-02-27 00:00:00,2021,2,27,12.1,None,None,None,None,None,-17.4,None,-7.9,None,1.7,None,93,None,
7014160.2021.3.3,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-03 00:00:00,2021,3,3,None,M,None,None,34,None,-9.9,None,-6.4,None,-2.9,None,89,None,
7014160.2021.3.18,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-18 00:00:00,2021,3,18,0,None,None,None,39,None,-7.5,None,-0.5,None,6.4,None,88,None,
7014160.2021.3.20,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-20 00:00:00,2021,3,20,0,None,None,None,32,None,-4,None,1.7,None,7.3,None,74,None,
7014160.2021.3.19,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-19 00:00:00,2021,3,19,0,None,None,None,None,None,-10.8,None,-5.4,None,0.1,None,59,None,
7014160.2021.3.11,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-11 00:00:00,2021,3,11,4.3,None,None,None,50,None,4.8,None,7.6,None,10.4,None,89,None,
7014160.2021.3.9,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-09 00:00:00,2021,3,9,0,None,None,None,None,None,-7.1,None,-1.1,None,4.9,None,95,None,
7014160.2021.3.8,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-08 00:00:00,2021,3,8,0,None,None,None,None,None,-18.6,None,-10.4,None,-2.3,None,88,None,
7014160.2021.3.5,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-05 00:00:00,2021,3,5,0,None,None,None,31,None,-13.4,None,-10.7,None,-8,None,63,None,
7014160.2021.3.4,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-04 00:00:00,2021,3,4,0,None,None,None,41,None,-10.7,None,-7.4,None,-4.1,None,55,None,
7014160.2021.3.13,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-13 00:00:00,2021,3,13,0,None,None,None,45,None,-7.9,None,-4.8,None,-1.6,None,83,None,
7014160.2021.3.14,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-14 00:00:00,2021,3,14,0,None,None,None,50,None,-13.8,None,-8.5,None,-3.3,None,80,None,
7014160.2021.3.12,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-12 00:00:00,2021,3,12,0,None,None,None,65,None,-2.3,None,2.3,None,7,None,82,None,
7014160.2021.3.16,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-16 00:00:00,2021,3,16,0,None,None,None,None,None,-15.5,None,-7.5,None,0.5,None,74,None,
7014160.2021.3.15,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-15 00:00:00,2021,3,15,0,None,None,None,34,None,-17.5,None,-11.5,None,-5.5,None,53,None,
7014160.2021.3.2,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-02 00:00:00,2021,3,2,0.4,None,None,None,42,None,-18.5,None,-13.1,None,-7.6,None,87,None,
7014160.2021.3.10,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-10 00:00:00,2021,3,10,0,None,None,None,None,None,-9.9,None,-1,None,7.9,None,95,None,
7014160.2021.3.1,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-01 00:00:00,2021,3,1,4.1,None,None,None,59,None,-15.3,None,-5.2,None,4.9,None,97,None,
7014160.2021.3.7,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-07 00:00:00,2021,3,7,0,None,None,None,None,None,-13,None,-8.5,None,-4,None,71,None,
7014160.2021.3.6,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-06 00:00:00,2021,3,6,0,None,None,None,None,None,-11.5,None,-8.1,None,-4.6,None,69,None,
7014160.2021.3.17,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-17 00:00:00,2021,3,17,0,None,None,None,None,None,-7.1,None,0.1,None,7.3,None,73,None,
7014160.2021.3.26,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-26 00:00:00,2021,3,26,25.4,None,None,None,39,None,2.3,None,5.6,None,9,None,96,None,
7014160.2021.3.29,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-29 00:00:00,2021,3,29,0,None,None,None,62,None,-2.7,None,1.1,None,4.8,None,89,None,
7014160.2021.3.28,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-28 00:00:00,2021,3,28,18.4,None,None,None,50,None,0.6,None,5.1,None,9.7,None,95,None,
7014160.2021.3.23,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-23 00:00:00,2021,3,23,0,None,None,None,None,None,-2.8,None,7.7,None,18.2,None,89,None,
7014160.2021.3.25,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-25 00:00:00,2021,3,25,1.9,None,None,None,None,None,3.5,None,11,None,18.4,None,98,None,
7014160.2021.3.22,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-22 00:00:00,2021,3,22,0,None,None,None,None,None,-5.5,None,5.8,None,17.1,None,94,None,
7014160.2021.3.24,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-24 00:00:00,2021,3,24,3.3,None,None,None,None,None,-0.6,None,6.7,None,14,None,97,None,
7014160.2021.3.21,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-21 00:00:00,2021,3,21,0,None,None,None,None,None,-2.9,None,4.4,None,11.7,None,88,None,
7014160.2021.3.30,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-30 00:00:00,2021,3,30,0,None,None,None,42,None,-3.1,None,5.9,None,14.9,None,90,None,
7014160.2021.3.31,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-31 00:00:00,2021,3,31,2.3,None,None,None,35,None,3.4,None,8.3,None,13.2,None,95,None,
7014160.2021.3.27,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-03-27 00:00:00,2021,3,27,0,None,None,None,None,None,1.6,None,2.7,None,3.9,None,94,None,
7014160.2021.4.12,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-12 00:00:00,2021,4,12,0,None,None,None,43,None,8.2,None,12.2,None,16.3,None,74,None,
7014160.2021.4.7,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-07 00:00:00,2021,4,7,0,None,None,None,32,None,3.8,None,9.9,None,15.9,None,90,None,
7014160.2021.4.19,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-19 00:00:00,2021,4,19,0,None,None,None,None,None,4.4,None,10.4,None,16.3,None,97,None,
7014160.2021.4.28,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-28 00:00:00,2021,4,28,0.2,None,None,None,None,None,3.3,None,10.4,None,17.4,None,89,None,
7014160.2021.4.3,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-03 00:00:00,2021,4,3,0,None,None,None,34,None,-6.5,None,1.5,None,9.5,None,65,None,
7014160.2021.4.18,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-18 00:00:00,2021,4,18,0,None,None,None,None,None,4.5,None,9.1,None,13.7,None,85,None,
7014160.2021.4.23,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-23 00:00:00,2021,4,23,0,None,None,None,52,None,-0.5,None,7.9,None,16.3,None,69,None,
7014160.2021.4.6,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-06 00:00:00,2021,4,6,0,None,None,None,None,None,1.9,None,8.5,None,15.2,None,88,None,
7014160.2021.4.14,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-14 00:00:00,2021,4,14,0,None,None,None,None,None,5,None,11.7,None,18.5,None,66,None,
7014160.2021.4.27,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-27 00:00:00,2021,4,27,0,None,None,None,32,None,-1.2,None,8,None,17.3,None,60,None,
7014160.2021.4.13,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-13 00:00:00,2021,4,13,0,None,None,None,None,None,4.6,None,11.3,None,17.9,None,89,None,
7014160.2021.4.17,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-17 00:00:00,2021,4,17,0,None,None,None,None,None,2.8,None,6.3,None,9.8,None,85,None,
7014160.2021.4.29,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-29 00:00:00,2021,4,29,0.6,None,None,None,None,None,8.6,None,13.7,None,18.8,None,93,None,
7014160.2021.4.24,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-24 00:00:00,2021,4,24,0,None,None,None,55,None,4.3,None,13,None,21.7,None,82,None,
7014160.2021.4.8,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-08 00:00:00,2021,4,8,0,None,None,None,None,None,5.7,None,13,None,20.3,None,86,None,
7014160.2021.4.26,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-26 00:00:00,2021,4,26,0,None,None,None,46,None,-0.3,None,4.5,None,9.3,None,76,None,
7014160.2021.4.5,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-05 00:00:00,2021,4,5,0,None,None,None,37,None,1.7,None,8.3,None,14.8,None,72,None,
7014160.2021.4.11,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-11 00:00:00,2021,4,11,0,None,None,None,38,None,5.5,None,11.3,None,17,None,71,None,
7014160.2021.4.25,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-25 00:00:00,2021,4,25,1.7,None,None,None,34,None,1.3,None,9.2,None,17.1,None,92,None,
7014160.2021.4.9,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-09 00:00:00,2021,4,9,0,None,None,None,None,None,6.7,None,15.5,None,24.4,None,87,None,
7014160.2021.4.4,-73.43472222222222,45.809444444444445,L'ASSOMPTION,2021-04-04 00:00:00,2021,4,4,0,None,None,None,None,None,-1.6,None,6.1,None,13.8,None,77,None,
